OrderID,CustomerID,Gender,Age,State,CustomerType,OrderDate,PickupDate,DeliveryDate,ServiceName,QuantityOfClothes,WeightKg,LoadType,DeliveryType,Revenue,PaymentDate,PaymentAmount,PaymentMethod,LabourCost,ElectricityCost,WaterCost,DetergentCost,ChemicalCost,PackagingCost,FuelCost,MaintenanceCost,DiscountGiven,Tax,OtherCost,TotalExpense,NetProfit,PaymentStatus
493,64,Male,27,Florida,Regular,3/12/2024,3/13/2024,3/17/2024,Dry Cleaning,17,10.9,Mixed,Home Delivery,805.45,3/13/2024,805.45,Cash,177.2,48.33,0,0,48.33,35,32.22,24.16,0,60.41,16.11,441.76,363.69,Paid
494,55,Male,21,New York,Student,11/15/2022,11/16/2022,11/20/2022,Laundry,13,11.29,Heavy,Customer Pickup,8290.9,11/20/2022,8290.9,Credit Card,2155.63,497.45,331.64,414.55,0,35,0,248.73,0,621.82,165.82,4470.64,3820.26,Paid
495,85,Male,24,Massachusetts,Student,10/22/2021,10/23/2021,10/27/2021,Laundry,11,3.11,Light,Home Delivery,12133.78,10/23/2021,12133.78,Online Payment,2184.08,485.35,485.35,606.69,0,35,485.35,364.01,0,910.03,242.68,5798.54,6335.24,Paid
496,57,Female,45,California,Regular,2/20/2021,2/21/2021,2/25/2021,Laundry,10,6.41,Mixed,Customer Pickup,10485.97,2/20/2021,10485.97,Online Payment,2306.91,524.3,419.44,524.3,0,20,0,314.58,0,786.45,209.72,5105.7,5380.27,Paid
497,30,Male,31,Texas,Student,9/30/2023,10/1/2023,10/5/2023,Dry Cleaning,28,17.04,Mixed,Home Delivery,8101.59,9/30/2023,8101.59,Online Payment,1782.35,486.1,0,0,486.1,50,324.06,243.05,0,607.62,162.03,4141.31,3960.28,Paid
498,78,Male,22,Florida,Regular,3/13/2025,3/14/2025,3/18/2025,Ironing,9,9.34,Heavy,Customer Pickup,3753.91,3/14/2025,3753.91,Online Payment,976.02,187.7,0,0,0,20,0,112.62,0,281.54,75.08,1652.96,2100.95,Paid
499,99,Female,51,Indiana,Student,11/8/2021,11/9/2021,11/13/2021,Mending,19,11.79,Mixed,Customer Pickup,2502.08,11/13/2021,2502.08,Online Payment,550.46,150.12,0,0,0,35,0,75.06,0,187.66,50.04,1048.34,1453.74,Paid
500,61,Female,44,Florida,Corporate,12/8/2022,12/9/2022,12/13/2022,Laundry,29,17.23,Mixed,Home Delivery,3749,12/13/2022,3749,Cash,824.78,224.94,149.96,187.45,0,50,149.96,112.47,0,281.18,74.98,2055.72,1693.28,Paid
501,7,Female,64,New Mexico,Regular,1/5/2023,1/6/2023,1/10/2023,Mending,9,2.91,Light,Customer Pickup,11012.03,1/10/2023,11012.03,Cash,1982.17,440.48,0,0,0,20,0,330.36,0,825.9,220.24,3819.15,7192.88,Paid
502,54,Male,32,Pennsylvania,Regular,4/22/2023,4/23/2023,4/27/2023,Stain Removal,17,17.57,Heavy,Home Delivery,11966.99,4/27/2023,11966.99,Cash,3111.42,718.02,359.01,239.34,478.68,35,478.68,359.01,0,897.52,239.34,6916.02,5050.97,Paid
503,47,Male,34,Illinois,Student,4/19/2022,4/20/2022,4/24/2022,Dry Cleaning,25,7.98,Light,Home Delivery,8199.14,4/24/2022,8199.14,Cash,1475.85,409.96,0,0,491.95,50,327.97,245.97,0,614.94,163.98,3780.62,4418.52,Paid
504,73,Female,60,Ohio,Regular,9/16/2022,9/17/2022,9/21/2022,Ironing,27,7.1,Light,Home Delivery,13929.85,9/17/2022,13929.85,Cash,2507.37,696.49,0,0,0,50,557.19,417.9,0,1044.74,278.6,5552.29,8377.56,Paid
505,24,Female,47,District of Columbia,Regular,3/6/2024,3/7/2024,3/11/2024,Dry Cleaning,5,2.93,Mixed,Customer Pickup,1437.99,3/6/2024,1437.99,Online Payment,316.36,57.52,0,0,86.28,20,0,43.14,0,107.85,28.76,659.91,778.08,Paid
506,100,Male,27,Colorado,Walk-in,3/18/2024,3/19/2024,3/23/2024,Laundry,6,3.41,Mixed,Customer Pickup,14682.94,3/18/2024,14682.94,Online Payment,3230.25,587.32,587.32,734.15,0,20,0,440.49,0,1101.22,293.66,6994.41,7688.53,Paid
507,27,Male,34,Kansas,Regular,11/3/2024,11/4/2024,11/8/2024,Stain Removal,20,11.68,Mixed,Home Delivery,10492.85,11/3/2024,10492.85,Online Payment,2308.43,629.57,314.79,209.86,419.71,35,419.71,314.79,524.64,786.96,209.86,5124.04,5368.81,Paid
508,34,Male,31,District of Columbia,Regular,5/24/2024,5/25/2024,5/29/2024,Ironing,8,4.52,Mixed,Home Delivery,9821.07,5/29/2024,9821.07,Cash,2160.64,392.84,0,0,0,20,392.84,294.63,0,736.58,196.42,4193.95,5627.12,Paid
509,90,Male,42,North Carolina,Corporate,12/24/2024,12/25/2024,12/29/2024,Stain Removal,17,5.1,Light,Express,1838.48,12/29/2024,1838.48,Cash,330.93,91.92,55.15,36.77,73.54,35,110.31,55.15,0,137.89,36.77,963.43,875.05,Paid
510,48,Female,47,Florida,Student,5/8/2025,5/9/2025,5/13/2025,Laundry,29,7.82,Light,Home Delivery,11446.83,5/13/2025,11446.83,Cash,2060.43,572.34,457.87,572.34,0,50,457.87,343.4,0,858.51,228.94,5601.7,5845.13,Paid
511,67,Male,39,Illinois,Corporate,9/19/2022,9/20/2022,9/24/2022,Stain Removal,28,16.02,Mixed,Home Delivery,14284.4,9/24/2022,14284.4,Online Payment,3142.57,857.06,428.53,285.69,571.38,50,571.38,428.53,0,1071.33,285.69,7692.16,6592.24,Paid
512,93,Female,35,North Carolina,Regular,7/26/2023,7/27/2023,7/31/2023,Laundry,6,3.73,Mixed,Customer Pickup,9515.13,7/31/2023,9515.13,Online Payment,2093.33,380.61,380.61,475.76,0,20,0,285.45,0,713.63,190.3,4539.69,4975.44,Paid
513,60,Male,19,Georgia,Corporate,11/9/2021,11/10/2021,11/14/2021,Dry Cleaning,24,7.48,Light,Customer Pickup,12703.88,11/9/2021,12703.88,Online Payment,2286.7,635.19,0,0,762.23,50,0,381.12,0,952.79,254.08,5322.11,7381.77,Paid
514,24,Female,47,District of Columbia,Regular,7/29/2024,7/30/2024,8/3/2024,Dry Cleaning,6,1.89,Light,Customer Pickup,14887.92,7/29/2024,14887.92,Online Payment,2679.83,595.52,0,0,893.28,20,0,446.64,0,1116.59,297.76,6049.62,8838.3,Paid
515,40,Male,37,Minnesota,Regular,11/20/2024,11/21/2024,11/25/2024,Laundry,10,2.87,Light,Customer Pickup,7687.48,11/25/2024,7687.48,Cash,1383.75,307.5,307.5,384.37,0,20,0,230.62,0,576.56,153.75,3364.05,4323.43,Paid
516,26,Male,31,Texas,Student,7/3/2021,7/4/2021,7/8/2021,Laundry,29,9.95,Light,Customer Pickup,2382.05,7/8/2021,2382.05,Cash,428.77,119.1,95.28,119.1,0,50,0,71.46,0,178.65,47.64,1110,1272.05,Paid
517,9,Female,54,New York,Regular,4/10/2024,4/11/2024,4/15/2024,Laundry,2,0.61,Light,Home Delivery,13821.26,4/15/2024,13821.26,Cash,2487.83,552.85,552.85,691.06,0,20,552.85,414.64,691.06,1036.59,276.43,5894.04,7927.22,Paid
518,69,Male,44,Illinois,Student,8/5/2024,8/6/2024,8/10/2024,Ironing,25,26.76,Heavy,Home Delivery,10017.09,8/10/2024,10017.09,Cash,2604.44,601.03,0,0,0,50,400.68,300.51,0,751.28,200.34,4908.28,5108.81,Paid
519,15,Male,20,Colorado,Student,1/7/2021,1/8/2021,1/12/2021,Ironing,28,9.48,Light,Customer Pickup,13486.23,1/12/2021,13486.23,Cash,2427.52,674.31,0,0,0,50,0,404.59,0,1011.47,269.72,4837.61,8648.62,Paid
520,67,Male,39,Illinois,Corporate,1/4/2024,1/5/2024,1/9/2024,Ironing,22,7.11,Light,Home Delivery,6808.42,1/4/2024,6808.42,Online Payment,1225.52,340.42,0,0,0,50,272.34,204.25,0,510.63,136.17,2739.33,4069.09,Paid
521,90,Male,42,North Carolina,Corporate,5/4/2023,5/5/2023,5/9/2023,Ironing,11,5.51,Mixed,Home Delivery,10689.68,5/9/2023,10689.68,Cash,2351.73,534.48,0,0,0,35,427.59,320.69,0,801.73,213.79,4685.01,6004.67,Paid
522,47,Male,34,Illinois,Student,6/9/2021,6/10/2021,6/14/2021,Ironing,13,8.14,Mixed,Customer Pickup,9186.44,6/10/2021,9186.44,Cash,2021.02,459.32,0,0,0,35,0,275.59,0,688.98,183.73,3663.64,5522.8,Paid
523,66,Male,42,New York,Student,10/1/2024,10/2/2024,10/6/2024,Stain Removal,20,10.52,Mixed,Customer Pickup,11710.89,10/6/2024,11710.89,Online Payment,2576.4,702.65,351.33,234.22,468.44,35,0,351.33,0,878.32,234.22,5831.91,5878.98,Paid
524,88,Female,48,District of Columbia,Student,2/21/2023,2/22/2023,2/26/2023,Laundry,9,8.15,Heavy,Home Delivery,8315.77,2/26/2023,8315.77,Cash,2162.1,415.79,332.63,415.79,0,20,332.63,249.47,0,623.68,166.32,4718.41,3597.36,Paid
525,43,Male,34,California,Regular,6/19/2022,6/20/2022,6/24/2022,Dry Cleaning,9,2.46,Light,Customer Pickup,8352.2,6/24/2022,8352.2,Cash,1503.4,334.09,0,0,501.13,20,0,250.57,0,626.42,167.04,3402.65,4949.55,Paid
526,50,Male,42,Maryland,Regular,3/8/2023,3/9/2023,3/13/2023,Laundry,21,10.9,Mixed,Home Delivery,9750.25,3/9/2023,9750.25,Cash,2145.06,585.02,390.01,487.51,0,50,390.01,292.51,0,731.27,195.01,5266.4,4483.85,Paid
527,22,Female,51,Pennsylvania,Regular,2/4/2023,2/5/2023,2/9/2023,Laundry,21,13.43,Mixed,Home Delivery,6053.58,2/5/2023,6053.58,Online Payment,1331.79,363.21,242.14,302.68,0,50,242.14,181.61,0,454.02,121.07,3288.66,2764.92,Paid
528,56,Female,57,Georgia,Regular,3/1/2024,3/2/2024,3/6/2024,Laundry,7,6.15,Heavy,Customer Pickup,11369.57,3/6/2024,11369.57,Credit Card,2956.09,568.48,454.78,568.48,0,20,0,341.09,0,852.72,227.39,5989.03,5380.54,Paid
529,17,Male,44,Illinois,Student,11/16/2021,11/17/2021,11/21/2021,Stain Removal,24,7.25,Light,Customer Pickup,2159.05,11/21/2021,2159.05,Credit Card,388.63,107.95,64.77,43.18,86.36,50,0,64.77,0,161.93,43.18,1010.77,1148.28,Paid
530,16,Male,36,California,Student,10/13/2022,10/14/2022,10/18/2022,Ironing,18,11.23,Mixed,Home Delivery,10005.37,10/18/2022,10005.37,Cash,2201.18,600.32,0,0,0,35,400.21,300.16,0,750.4,200.11,4487.38,5517.99,Paid
531,27,Male,34,Kansas,Regular,3/19/2024,3/20/2024,3/24/2024,Ironing,29,8.88,Light,Customer Pickup,8933.91,3/19/2024,8933.91,Online Payment,1608.1,446.7,0,0,0,50,0,268.02,0,670.04,178.68,3221.54,5712.37,Paid
532,87,Male,34,Ohio,Regular,3/28/2022,3/29/2022,4/2/2022,Laundry,29,15.98,Mixed,Customer Pickup,10196.78,4/2/2022,10196.78,Cash,2243.29,611.81,407.87,509.84,0,50,0,305.9,0,764.76,203.94,5097.41,5099.37,Paid
533,52,Female,47,Indiana,Regular,10/10/2021,10/11/2021,10/15/2021,Stain Removal,11,5.51,Mixed,Customer Pickup,9127.55,10/11/2021,9127.55,Online Payment,2008.06,456.38,273.83,182.55,365.1,35,0,273.83,0,684.57,182.55,4461.87,4665.68,Paid
534,1,Female,59,North Carolina,Regular,10/9/2025,10/10/2025,10/14/2025,Stain Removal,2,0.5,Light,Customer Pickup,5685,10/9/2025,5685,Credit Card,1023.3,227.4,170.55,113.7,227.4,20,0,170.55,0,426.38,113.7,2492.98,3192.02,Paid
535,46,Male,31,Texas,Regular,6/7/2021,6/8/2021,6/12/2021,Laundry,10,5.07,Mixed,Customer Pickup,11010.05,6/7/2021,11010.05,Online Payment,2422.21,550.5,440.4,550.5,0,20,0,330.3,0,825.75,220.2,5359.86,5650.19,Paid
536,27,Male,34,Kansas,Regular,12/29/2021,12/30/2021,1/3/2022,Laundry,27,14.3,Mixed,Customer Pickup,7594.83,1/3/2022,7594.83,Credit Card,1670.86,455.69,303.79,379.74,0,50,0,227.84,0,569.61,151.9,3809.43,3785.4,Paid
537,96,Male,27,Florida,Corporate,6/10/2021,6/11/2021,6/15/2021,Dry Cleaning,20,6.7,Light,Customer Pickup,5993.85,6/11/2021,5993.85,Online Payment,1078.89,299.69,0,0,359.63,35,0,179.82,0,449.54,119.88,2522.45,3471.4,Paid
538,97,Male,29,Alabama,Corporate,5/29/2022,5/30/2022,6/3/2022,Stain Removal,3,1.79,Mixed,Customer Pickup,8244.2,6/3/2022,8244.2,Cash,1813.72,329.77,247.33,164.88,329.77,20,0,247.33,0,618.32,164.88,3936,4308.2,Paid
539,99,Female,51,Indiana,Student,11/6/2021,11/7/2021,11/11/2021,Ironing,25,25.42,Heavy,Customer Pickup,10461.55,11/11/2021,10461.55,Cash,2720,627.69,0,0,0,50,0,313.85,0,784.62,209.23,4705.39,5756.16,Paid
540,1,Female,59,North Carolina,Regular,3/28/2022,3/29/2022,4/2/2022,Ironing,10,5.97,Mixed,Home Delivery,5931.19,4/2/2022,5931.19,Online Payment,1304.86,296.56,0,0,0,20,237.25,177.94,0,444.84,118.62,2600.07,3331.12,Paid
541,11,Female,49,Kentucky,Regular,11/2/2023,11/3/2023,11/7/2023,Laundry,21,5.42,Light,Customer Pickup,9218.64,11/3/2023,9218.64,Cash,1659.36,460.93,368.75,460.93,0,50,0,276.56,0,691.4,184.37,4152.3,5066.34,Paid
542,48,Female,47,Florida,Student,3/3/2025,3/4/2025,3/8/2025,Ironing,17,9.66,Mixed,Home Delivery,9804.07,3/8/2025,9804.07,Credit Card,2156.9,490.2,0,0,0,35,392.16,294.12,0,735.31,196.08,4299.77,5504.3,Paid
543,8,Male,26,South Carolina,Corporate,3/7/2025,3/8/2025,3/12/2025,Dry Cleaning,5,2.53,Mixed,Customer Pickup,11751.56,3/12/2025,11751.56,Cash,2585.34,470.06,0,0,705.09,20,0,352.55,0,881.37,235.03,5249.44,6502.12,Paid
544,96,Male,27,Florida,Corporate,10/19/2021,10/20/2021,10/24/2021,Dry Cleaning,24,14.91,Mixed,Customer Pickup,11747.52,10/24/2021,11747.52,Credit Card,2584.45,704.85,0,0,704.85,50,0,352.43,0,881.06,234.95,5512.59,6234.93,Paid
545,56,Female,57,Georgia,Regular,2/4/2025,2/5/2025,2/9/2025,Laundry,17,10.88,Mixed,Customer Pickup,9904.44,2/4/2025,9904.44,Credit Card,2178.98,594.27,396.18,495.22,0,35,0,297.13,0,742.83,198.09,4937.7,4966.74,Paid
546,90,Male,42,North Carolina,Corporate,5/21/2023,5/22/2023,5/26/2023,Ironing,23,6.32,Light,Customer Pickup,9836.31,5/26/2023,9836.31,Cash,1770.54,491.82,0,0,0,50,0,295.09,0,737.72,196.73,3541.9,6294.41,Paid
547,82,Male,32,Florida,Regular,10/7/2024,10/8/2024,10/12/2024,Ironing,18,10.16,Mixed,Home Delivery,10596.33,10/12/2024,10596.33,Cash,2331.19,635.78,0,0,0,35,423.85,317.89,0,794.72,211.93,4750.36,5845.97,Paid
548,38,Male,22,New York,Student,1/30/2022,1/31/2022,2/4/2022,Laundry,25,14.03,Mixed,Home Delivery,1528.27,2/4/2022,1528.27,Online Payment,336.22,91.7,61.13,76.41,0,50,61.13,45.85,0,114.62,30.57,867.63,660.64,Paid
549,43,Male,34,California,Regular,2/29/2024,3/1/2024,3/5/2024,Dry Cleaning,13,7.96,Mixed,Customer Pickup,12647.99,3/5/2024,12647.99,Cash,2782.56,632.4,0,0,758.88,35,0,379.44,0,948.6,252.96,5789.84,6858.15,Paid
550,2,Male,41,Utah,Regular,5/8/2023,5/9/2023,5/13/2023,Laundry,17,5.14,Light,Customer Pickup,8304.71,5/13/2023,8304.71,Online Payment,1494.85,415.24,332.19,415.24,0,35,0,249.14,0,622.85,166.09,3730.6,4574.11,Paid
551,82,Male,32,Florida,Regular,8/31/2024,9/1/2024,9/5/2024,Ironing,27,7.74,Light,Customer Pickup,555.14,9/1/2024,555.14,Cash,99.93,27.76,0,0,0,50,0,16.65,27.76,41.64,11.1,219.32,335.82,Paid
552,2,Male,41,Utah,Regular,11/15/2023,11/16/2023,11/20/2023,Ironing,9,4.87,Mixed,Home Delivery,3250.68,11/20/2023,3250.68,Cash,715.15,130.03,0,0,0,20,130.03,97.52,0,243.8,65.01,1401.54,1849.14,Paid
553,64,Male,27,Florida,Regular,9/6/2022,9/7/2022,9/11/2022,Stain Removal,13,6.99,Mixed,Customer Pickup,5103.91,9/11/2022,5103.91,Cash,1122.86,255.2,153.12,102.08,204.16,35,0,153.12,0,382.79,102.08,2510.41,2593.5,Paid
554,12,Female,46,West Virginia,Regular,3/12/2022,3/13/2022,3/17/2022,Dry Cleaning,5,1.47,Light,Customer Pickup,1546.01,3/17/2022,1546.01,Cash,278.28,61.84,0,0,92.76,20,0,46.38,0,115.95,30.92,646.13,899.88,Paid
555,69,Male,44,Illinois,Student,6/30/2024,7/1/2024,7/5/2024,Stain Removal,23,13.04,Mixed,Customer Pickup,12896.52,7/5/2024,12896.52,Cash,2837.23,773.79,386.9,257.93,515.86,50,0,386.9,0,967.24,257.93,6433.78,6462.74,Paid
556,9,Female,54,New York,Regular,5/8/2025,5/9/2025,5/13/2025,Laundry,19,6.49,Light,Express,12788.45,5/13/2025,12788.45,Cash,2301.92,639.42,511.54,639.42,0,35,767.31,383.65,0,959.13,255.77,6493.16,6295.29,Paid
557,38,Male,22,New York,Student,12/6/2022,12/7/2022,12/11/2022,Laundry,28,15.01,Mixed,Customer Pickup,10127.19,12/11/2022,10127.19,Cash,2227.98,607.63,405.09,506.36,0,50,0,303.82,0,759.54,202.54,5062.96,5064.23,Paid
558,61,Female,44,Florida,Corporate,5/30/2021,5/31/2021,6/4/2021,Laundry,8,2.36,Light,Customer Pickup,5351.3,6/4/2021,5351.3,Cash,963.23,214.05,214.05,267.57,0,20,0,160.54,0,401.35,107.03,2347.82,3003.48,Paid
559,92,Female,37,New York,Regular,8/26/2025,8/27/2025,8/31/2025,Dry Cleaning,12,6.97,Mixed,Customer Pickup,2825.12,8/26/2025,2825.12,Credit Card,621.53,141.26,0,0,169.51,35,0,84.75,0,211.88,56.5,1320.43,1504.69,Paid
560,77,Male,29,District of Columbia,Corporate,2/21/2024,2/22/2024,2/26/2024,Laundry,26,14.33,Mixed,Home Delivery,13712.52,2/22/2024,13712.52,Online Payment,3016.75,822.75,548.5,685.63,0,50,548.5,411.38,0,1028.44,274.25,7386.2,6326.32,Paid
561,8,Male,26,South Carolina,Corporate,3/25/2024,3/26/2024,3/30/2024,Laundry,12,3.11,Light,Customer Pickup,8326.95,3/30/2024,8326.95,Cash,1498.85,333.08,333.08,416.35,0,35,0,249.81,0,624.52,166.54,3657.23,4669.72,Paid
562,8,Male,26,South Carolina,Corporate,5/23/2021,5/24/2021,5/28/2021,Stain Removal,6,1.75,Light,Customer Pickup,4905.39,5/28/2021,4905.39,Online Payment,882.97,196.22,147.16,98.11,196.22,20,0,147.16,0,367.9,98.11,2153.85,2751.54,Paid
563,14,Male,31,Tennessee,Regular,6/24/2025,6/25/2025,6/29/2025,Laundry,28,17.54,Mixed,Customer Pickup,13514.8,6/29/2025,13514.8,Online Payment,2973.26,810.89,540.59,675.74,0,50,0,405.44,0,1013.61,270.3,6739.83,6774.97,Paid
564,47,Male,34,Illinois,Student,10/19/2022,10/20/2022,10/24/2022,Dry Cleaning,26,16.71,Mixed,Customer Pickup,12117.37,10/19/2022,12117.37,Online Payment,2665.82,727.04,0,0,727.04,50,0,363.52,0,908.8,242.35,5684.57,6432.8,Paid
565,91,Female,50,Indiana,Walk-in,3/11/2025,3/12/2025,3/16/2025,Ironing,24,12.81,Mixed,Express,9591.57,3/11/2025,9591.57,Online Payment,2110.15,575.49,0,0,0,50,575.49,287.75,0,719.37,191.83,4510.08,5081.49,Paid
566,13,Female,54,Mississippi,Walk-in,6/20/2022,6/21/2022,6/25/2022,Stain Removal,26,7.21,Light,Customer Pickup,13385.15,6/25/2022,13385.15,Cash,2409.33,669.26,401.55,267.7,535.41,50,0,401.55,0,1003.89,267.7,6006.39,7378.76,Paid
567,92,Female,37,New York,Regular,8/5/2022,8/6/2022,8/10/2022,Laundry,17,10.25,Mixed,Customer Pickup,9190.6,8/10/2022,9190.6,Cash,2021.93,551.44,367.62,459.53,0,35,0,275.72,0,689.3,183.81,4584.35,4606.25,Paid
568,21,Male,29,New York,Regular,5/26/2023,5/27/2023,5/31/2023,Laundry,17,5.29,Light,Customer Pickup,12951.5,5/27/2023,12951.5,Cash,2331.27,647.58,518.06,647.58,0,35,0,388.55,0,971.36,259.03,5798.43,7153.07,Paid
569,30,Male,31,Texas,Student,3/13/2024,3/14/2024,3/18/2024,Laundry,6,3.89,Mixed,Customer Pickup,14455.96,3/18/2024,14455.96,Cash,3180.31,578.24,578.24,722.8,0,20,0,433.68,0,1084.2,289.12,6886.59,7569.37,Paid
570,87,Male,34,Ohio,Regular,8/27/2025,8/28/2025,9/1/2025,Laundry,13,3.42,Light,Customer Pickup,2275.11,9/1/2025,2275.11,Online Payment,409.52,91,91,113.76,0,35,0,68.25,0,170.63,45.5,1024.66,1250.45,Paid
571,41,Female,54,California,Corporate,9/24/2025,9/25/2025,9/29/2025,Laundry,14,14.04,Heavy,Customer Pickup,6836.46,9/24/2025,6836.46,Online Payment,1777.48,410.19,273.46,341.82,0,35,0,205.09,0,512.73,136.73,3692.5,3143.96,Paid
572,47,Male,34,Illinois,Student,6/12/2023,6/13/2023,6/17/2023,Stain Removal,11,3.84,Light,Customer Pickup,5215.29,6/12/2023,5215.29,Online Payment,938.75,208.61,156.46,104.31,208.61,35,0,156.46,0,391.15,104.31,2303.66,2911.63,Paid
573,10,Male,22,New Jersey,Regular,6/27/2023,6/28/2023,7/2/2023,Dry Cleaning,28,9.63,Light,Customer Pickup,4902.63,7/2/2023,4902.63,Cash,882.47,245.13,0,0,294.16,50,0,147.08,0,367.7,98.05,2084.59,2818.04,Paid
574,10,Male,22,New Jersey,Regular,12/4/2025,12/5/2025,12/9/2025,Laundry,25,15.17,Mixed,Express,3038.6,12/9/2025,3038.6,Credit Card,668.49,182.32,121.54,151.93,0,50,182.32,91.16,0,227.9,60.77,1736.43,1302.17,Paid
575,19,Male,20,Georgia,Student,5/20/2024,5/21/2024,5/25/2024,Dry Cleaning,9,5.5,Mixed,Customer Pickup,13618.07,5/20/2024,13618.07,Online Payment,2995.98,680.9,0,0,817.08,20,0,408.54,0,1021.36,272.36,6216.22,7401.85,Paid
576,65,Male,44,Michigan,Regular,9/26/2021,9/27/2021,10/1/2021,Laundry,8,4.7,Mixed,Home Delivery,3720.08,9/26/2021,3720.08,Online Payment,818.42,148.8,148.8,186,0,20,148.8,111.6,0,279.01,74.4,1935.83,1784.25,Paid
577,65,Male,44,Michigan,Regular,3/5/2023,3/6/2023,3/10/2023,Laundry,17,10.27,Mixed,Customer Pickup,12667.17,3/6/2023,12667.17,Cash,2786.78,760.03,506.69,633.36,0,35,0,380.02,0,950.04,253.34,6305.26,6361.91,Paid
578,32,Female,36,New Mexico,Student,8/2/2024,8/3/2024,8/7/2024,Ironing,2,1.21,Mixed,Customer Pickup,4738.78,8/3/2024,4738.78,Cash,1042.53,189.55,0,0,0,20,0,142.16,0,355.41,94.78,1844.43,2894.35,Paid
579,64,Male,27,Florida,Regular,8/16/2023,8/17/2023,8/21/2023,Laundry,9,5.12,Mixed,Customer Pickup,2957.92,8/21/2023,2957.92,Online Payment,650.74,147.9,118.32,147.9,0,20,0,88.74,0,221.84,59.16,1454.6,1503.32,Paid
580,24,Female,47,District of Columbia,Regular,9/22/2022,9/23/2022,9/27/2022,Dry Cleaning,28,14.73,Mixed,Customer Pickup,5450.76,9/27/2022,5450.76,Cash,1199.17,327.05,0,0,327.05,50,0,163.52,0,408.81,109.02,2584.62,2866.14,Paid
581,29,Female,54,Florida,Student,5/6/2025,5/7/2025,5/11/2025,Laundry,18,10.34,Mixed,Express,14911.12,5/11/2025,14911.12,Online Payment,3280.45,894.67,596.44,745.56,0,35,894.67,447.33,0,1118.33,298.22,8310.67,6600.45,Paid
582,70,Female,42,Georgia,Corporate,12/13/2023,12/14/2023,12/18/2023,Laundry,8,2.76,Light,Customer Pickup,14292.03,12/18/2023,14292.03,Online Payment,2572.57,571.68,571.68,714.6,0,20,0,428.76,0,1071.9,285.84,6237.03,8055,Paid
583,61,Female,44,Florida,Corporate,5/8/2021,5/9/2021,5/13/2021,Laundry,2,1.08,Mixed,Customer Pickup,2651.18,5/9/2021,2651.18,Cash,583.26,106.05,106.05,132.56,0,20,0,79.54,0,198.84,53.02,1279.32,1371.86,Paid
584,97,Male,29,Alabama,Corporate,4/21/2021,4/22/2021,4/26/2021,Dry Cleaning,18,10.49,Mixed,Home Delivery,9251.99,4/26/2021,9251.99,Cash,2035.44,555.12,0,0,555.12,35,370.08,277.56,0,693.9,185.04,4707.26,4544.73,Paid
585,100,Male,27,Colorado,Walk-in,2/23/2021,2/24/2021,2/28/2021,Mending,26,8.86,Light,Home Delivery,12167.11,2/28/2021,12167.11,Cash,2190.08,608.36,0,0,0,50,486.68,365.01,0,912.53,243.34,4856,7311.11,Paid
586,9,Female,54,New York,Regular,2/6/2024,2/7/2024,2/11/2024,Stain Removal,28,9.47,Light,Customer Pickup,14813.52,2/6/2024,14813.52,Online Payment,2666.43,740.68,444.41,296.27,592.54,50,0,444.41,0,1111.01,296.27,6642.02,8171.5,Paid
587,45,Male,29,Georgia,Regular,1/11/2025,1/12/2025,1/16/2025,Laundry,20,12.08,Mixed,Home Delivery,12895.41,1/16/2025,12895.41,Cash,2836.99,773.72,515.82,644.77,0,35,515.82,386.86,0,967.16,257.91,6934.05,5961.36,Paid
588,98,Male,42,District of Columbia,Regular,8/16/2021,8/17/2021,8/21/2021,Laundry,20,12.43,Mixed,Customer Pickup,1963.36,8/16/2021,1963.36,Online Payment,431.94,117.8,78.53,98.17,0,35,0,58.9,0,147.25,39.27,1006.86,956.5,Paid
589,54,Male,32,Pennsylvania,Regular,7/31/2025,8/1/2025,8/5/2025,Laundry,20,6.96,Light,Home Delivery,12023.9,8/5/2025,12023.9,Cash,2164.3,601.2,480.96,601.2,0,35,480.96,360.72,0,901.79,240.48,5866.61,6157.29,Paid
590,77,Male,29,District of Columbia,Corporate,12/7/2021,12/8/2021,12/12/2021,Laundry,5,2.84,Mixed,Home Delivery,1260.37,12/12/2021,1260.37,Online Payment,277.28,50.41,50.41,63.02,0,20,50.41,37.81,63.02,94.53,25.21,606.06,654.31,Paid
591,23,Male,34,California,Student,7/28/2023,7/29/2023,8/2/2023,Laundry,26,7.45,Light,Customer Pickup,3285.47,8/2/2023,3285.47,Cash,591.38,164.27,131.42,164.27,0,50,0,98.56,0,246.41,65.71,1512.02,1773.45,Paid
592,83,Female,50,Alabama,Regular,4/14/2023,4/15/2023,4/19/2023,Laundry,3,0.88,Light,Customer Pickup,10140.08,4/14/2023,10140.08,Online Payment,1825.21,405.6,405.6,507,0,20,0,304.2,0,760.51,202.8,4430.92,5709.16,Paid
593,43,Male,34,California,Regular,4/26/2024,4/27/2024,5/1/2024,Dry Cleaning,10,2.61,Light,Customer Pickup,12696.26,4/27/2024,12696.26,Cash,2285.33,507.85,0,0,761.78,20,0,380.89,0,952.22,253.93,5162,7534.26,Paid
594,69,Male,44,Illinois,Student,10/26/2021,10/27/2021,10/31/2021,Laundry,11,5.87,Mixed,Customer Pickup,7823.76,10/27/2021,7823.76,Cash,1721.23,391.19,312.95,391.19,0,35,0,234.71,0,586.78,156.48,3829.53,3994.23,Paid
